term,catalog_year,prefix,number,title,description,units,sections_offered,url
Fall 2025,2025-2026,,,"ENG 411CH - Current Trends In Rhetoric, Culture And Society - Honors","Students apply theories and research skills surrounding literate practices to produce capstone projects that show their knowledge of global learning, diversity, and sustainable educational and environmental practices. May be repeated for up to 9 units of credit. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010018&term=1257
Fall 2025,2025-2026,ENG,211H,Principles In Argumentation And Digital Media Writing - Honors,"This course focuses on argumentation and digital media writing to examine how the writing practices we employ influence notions of what it means to participate in community, society, and public discourse. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010019&term=1257
Fall 2025,2025-2026,ENG,272,Introduction To Creative Writing: Creative Nonfiction,A beginning course in creative nonfiction writing that emphasizes the composition and revision of student essays. Letter grade only.,3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010021&term=1257
Fall 2025,2025-2026,ENG,247H,Intro To African American Literature - Honors,An examination of African American Literature with emphasis on works that reflect major historical and literary eras and cultural trends.  Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=010150&term=1257
Fall 2025,2025-2026,,,ENG 410CH - Current Trends In Rhetoric And Digital Media - Honors,Students apply theories and research skills surrounding rhetoric and digital media to create capstone projects and texts that show their knowledge of the social and cultural dimensions of print and digital culture. May be repeated for up to 9 units of credit.  Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=010178&term=1257
Fall 2025,2025-2026,ENG,266,World Cinema: An Introduction,"An introductory survey of the first one hundred years of cinema, including histories and texts from traditionally underrepresented areas such as Africa, the Middle East, Australasia, Asia, and Latin America. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010185&term=1257
Fall 2025,2025-2026,ENG,266H,World Cinema: An Introduction - Honors,"An introductory survey of the first one hundred years of cinema, including histories and texts from traditionally underrepresented areas such as Africa, the Middle East, Australasia, Asia, and Latin America.  Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010311&term=1257
Fall 2025,2025-2026,ENG,526,Advanced Professional Writing,"Techniques and standards for advanced research and writing, as practiced in business, industry, government, and academic settings.  By the end of the course, students will be able to design and carry out research projects, data gathering and analysis, and writing of final studies at a publishable level.  Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010524&term=1257
Fall 2025,2025-2026,ENG,577,Readings In Creative Writing,Intensive study of narrative/poetic techniques in selected literary texts.  For students in the graduate creative writing program.  Letter grade only.  May be repeated for up to 9 units of credit.,3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010542&term=1257
Fall 2025,2025-2026,ENG,431H,Seminar In British Literature - Honors,Intensive study of selected topics in British literature. Letter grade only. May be repeated for up to 9 units of credit with different content.,3,,https://catalog.nau.edu/Courses/course?courseId=010602&term=1257
Fall 2025,2025-2026,ENG,400H,Methods Of Teaching Literature In The Secondary Classroom - Honors,"Materials, planning techniques, classroom methods, and evaluative devices specific to the teaching of literature in the secondary school. Instructor's consent required. This course contains an assessment that must be successfully completed in order to register for student teaching. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010747&term=1257
Fall 2025,2025-2026,ENG,308H,Introduction To Linguistics - Honors,"This course is an introduction to the field of linguistics, provides a general overview of the study of language. Students are introduced to various sub-fields of linguistics including phonetics, phonology, morphology, syntax, pragmatics, first and second language acquisition, and sociolinguistics. Students examine major assumptions about language in addition to common misconceptions about language(s), people who speak those languages, and language in general. ENG 308 acquaints students with the basic tools and techniques used by linguists for analyzing language and identifying the organizing principles of language. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010760&term=1257
Fall 2025,2025-2026,ENG,321H,English Grammar - Honors,"This course will develop an understanding of the rules that underlie the structure of English words, phrases, clauses, and sentences. Since there are often competing ways of describing language phenomena, emphasis will be placed on developing inductive reasoning and critical analysis. By the end of the course, you will be equipped with an extensive logical toolkit for thinking about language structure thoroughly, systematically, and flexibly. This skill set is particularly useful to those who seek to teach English and composition, pursue graduate work in a language-related discipline, or work in fields that require a focused and logical understanding of the structure of language, such as writing and editing. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010839&term=1257
Fall 2025,2025-2026,ENG,494C,Supervised Teaching: Secondary,"Directed teaching in secondary schools and secondary school content areas; directed and cooperative preparation, teaching, and evaluation; conferences on the theories, issues, and practices in cooperation with the classroom teacher and university supervisor. Candidates must satisfactorily complete the key assessment in this course to be eligible to complete the program. Pass/Fail only. May be repeated for up to 12 units of credit.",1-12,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010888&term=1257
Fall 2025,2025-2026,ENG,595,Internship: Secondary,"Directed teaching in secondary schools and secondary school content areas; directed and cooperative preparation, teaching, and evaluation; conferences on the theories, issues, and practices in cooperation with the classroom teacher and university supervisor. Department consent required. Pass/Fail only. May be repeated for up to 12 units of credit.",1-12,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010895&term=1257
Fall 2025,2025-2026,ENG,327H,British Fiction - Honors,Major trends and representative texts in British fiction. Letter grade only. May be repeated for up to 6 units of credit with different content.,3,,https://catalog.nau.edu/Courses/course?courseId=010967&term=1257
Fall 2025,2025-2026,,,ENG 420CH - Seminar In Language - Honors,Intensive study of selected topics in language and linguistics.  Letter grade only.  May be repeated for up to 9 units of credit with different content.,3,,https://catalog.nau.edu/Courses/course?courseId=011061&term=1257
Fall 2025,2025-2026,ENG,530,Professional Environmental Writing,"This course will examine environmental communication, specifically green/cultural tourism promotion, journalism, public participation, health and safety, non-profit communication, and multimedia production. Students will incorporate field experience and produce a workable business/problem solving proposal, multimedia marketing or informational materials for an instructor approved non-profit organization.  Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011123&term=1257
Fall 2025,2025-2026,ENG,300H,Current Trends And Theories In The Teaching Of English - Honors,"This course focuses on trends and theories in the areas of secondary English Language Arts instruction, including curriculum design, lesson planning, academic standards, gamification digital literacy, assessment, and classroom management; with a particular focus on how curriculum design and methods have an impact on student learning outcomes. This course contains an assessment that must be successfully completed in order to register for student teaching. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011343&term=1257
Fall 2025,2025-2026,ENG,470H,Seminar In Creative Writing: Fiction - Honors,"Intensive study of fiction writing, emphasizing the writing of a novella or a sequence of interrelated short stories or other narrative forms. Letter grade only. May be repeated for up to 9 units of credit with different content.",3,,https://catalog.nau.edu/Courses/course?courseId=011454&term=1257
Fall 2025,2025-2026,ENG,107,Intensive Writing Lab,"This is an individualized course providing instruction for improving proficiency in writing. This course is taken concurrently with ENG 105 in order to provide supplemental instruction. Special emphasis is placed on aspects of the composing process indicated by individual needs. By the end of the semester, students should be able to demonstrate competency in writing in the university context. Pass-fail only.",1,,https://catalog.nau.edu/Courses/course?courseId=011466&term=1257
Fall 2025,2025-2026,ENG,337H,Studies In Poetry - Honors,Major trends and representative texts in British poetry. Letter grade only. May be repeated for up to 6 units of credit with different topics.,3,,https://catalog.nau.edu/Courses/course?courseId=011471&term=1257
Fall 2025,2025-2026,ENG,340,Studies In Children's Literature,The study of children's literature in historical and theoretical contexts. Letter grade only. May be repeated for up to six units of credit with different content.,3,,https://catalog.nau.edu/Courses/course?courseId=011570&term=1257
Fall 2025,2025-2026,ENG,441H,Seminar In American Literature - Honors,Intensive study of selected topics in American literature. Letter grade only. May be repeated for up to 9 units of credit with a different content.,3,,https://catalog.nau.edu/Courses/course?courseId=011675&term=1257
Fall 2025,2025-2026,,,ENG 370WH - Intermediate Fiction Writing - Honors,Fiction writing in a workshop setting that focuses on the composition and revision of student stories. This course fulfills NAU's junior-level writing requirement. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=011735&term=1257
Fall 2025,2025-2026,ENG,406H,Ell Methods And Materials For Secondary Teachers - Honors,Teaching methods and materials for English Language Learners useful for middle- and secondary-level English teachers. Letter grade only.,3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011736&term=1257
Fall 2025,2025-2026,ENG,561,"Introduction To Rhetoric, Writing And Digital Media Studies","This course provides a survey of key texts, current trends, and critical questions in rhetorical and composition theory, research methodologies in rhetoric and composition, workplace writing, historical and contemporary rhetoric, narrative studies and creative rhetoric, and social and digital media studies. Students are introduced to pedagogical and workplace techniques derived from the main theories of the discipline. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011802&term=1257
Fall 2025,2025-2026,ENG,562,Introduction To Rhetoric And Composition Theory,"This course introduces students to ancient and present-day theories of rhetoric, writing, and digital media and their significance for contemporary composition instruction and professional writing practices.  Throughout the course, students explore the connections between rhetorical theories, writing processes, and pedagogical practices.  Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011803&term=1257
Fall 2025,2025-2026,ENG,563,Introduction To Research Methods In Rhetoric And Writing Studies,"Introduction to Research Methods helps you to learn about the basic research methodologies in rhetoric and composition. You will study practical methods for conducting research in the discipline. Methods will include ethnographic research methods, case studies, qualitative literacy research, discourse studies in composition, and archival research. You will have the opportunity to begin mapping out research questions that you might later address in the Graduate Research class. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011804&term=1257
Fall 2025,2025-2026,ENG,622,Topics In Historical And Contemporary Rhetoric,"This course explores the long-standing foundation on which the contemporary discipline of rhetoric and writing studies is built.  At its base is Aristotle's belief that rhetoric is the art of discovering all the available means of persuasion.  Today we study private and public discourse, social movements, and mediated discourse, which includes the study of visual and nonverbal elements.  Letter grade only.  May be repeated for up to 9 units of credit.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011805&term=1257
Fall 2025,2025-2026,ENG,623,Topics In Narrative Studies And Creative Rhetorics,"This course prepares students to recognize, critique, help shape, and transform a story.  It requires a background in the history of narrative, cross-cultural and contemporary developments in narrative writing.  Topics addressed in Narrative Studies include narratives in cross-cultural perspectives, popular culture and ethnicity, writing and narrative form, historical perspectives on narrative writing, and visual/digital culture and literacy.  Letter grade only.  May be repeated for up to 9 units of credit.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011806&term=1257
Fall 2025,2025-2026,ENG,624,Topics In Public And Disciplinary Writing,"This course focuses on the goals and situations that require the need to write for pubic and disciplinary communities, and it focuses on the expectations, goals, situations, and needs of the reader.  It pays close attention to research, design of the document, medium in which the document is presented, and media used to distribute information.  Letter grade only.  May be repeated for up to 9 units of credit.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011807&term=1257
Fall 2025,2025-2026,ENG,626,Topics In Digital/Social Media Studies,"This course focuses on theories, critical concepts and methods related to social media.  It offers a critical examination of the history, operation, ramifications, functions, use, and embeddedness of social media in all spheres of life.  It is a critical reflection on social media, focuses on understanding their uses, and enables students to develop effective social media communication strategies.  Letter grade only.  May be repeated for up to 9 units of credit.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011808&term=1257
Fall 2025,2025-2026,ENG,686,"Research Projects: Rhetoric, Writing, And Digital Media Studies","Students will create a project that engages them in learning essential knowledge and life-enhancing skills through an extended, student-influenced inquiry process structured around complex, authentic questions and carefully designed products and tasks that demonstrate mastery of learning outcomes in Rhetoric, Writing, and Digital Media Studies. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011809&term=1257
Fall 2025,2025-2026,ENG,472H,Seminar In Creative Writing: Creative Nonfiction - Honors,"Intensive study of the craft of creative nonfiction, emphasizing the writing of personal essays, memoirs, or subjective criticism. Letter grade only. May be repeated for up to 9 units of credit with different content.",3,,https://catalog.nau.edu/Courses/course?courseId=011988&term=1257
Fall 2025,2025-2026,ENG,218,Introduction To Public And Disciplinary Writing,"This course focuses on written communication strategies and genres of writing relevant to particular disciplines and public settings. Students learn to evaluate rhetorical principles to compose clear written documents, preparing them for upper-division disciplinary writing and writing for a public audience. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=012033&term=1257
Fall 2025,2025-2026,ENG,582,Approaches To Teaching Grammar,The purpose of the course is to prepare future secondary English language arts teachers to comfortably and confidently integrate the teaching of grammar into the language arts curriculum.  We will cover topics of grammar and usage with a focus on how to teach students these topics in engaging and authentic ways.  Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=012075&term=1257
Fall 2025,2025-2026,ENG,554,Professional Writing For Digital Audiences,"This is a course in writing and accompanying writing-related skills for digital audiences and workplace (professional) purposes, including web pages and social media.  Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=012102&term=1257
Fall 2025,2025-2026,,,ENG 72X - Intensive English For Academic Purposes - Level Two,"Level 2 is general English and students use their language knowledge and ability to go beyond simple exchanges of information into the realm of elaboration.  At this level, students process information in order to produce longer spoken and written texts, and also develop their ability to sustain reading and conversation.  Students in level 2 take classes in reading, writing, listening, and speaking.  This course is developmental in nature and does not count toward a student's GPA or graduation requirements.  May be repeated up to 3 times.",1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=012113&term=1257
Fall 2025,2025-2026,,,ENG 73X - Intensive English For Academic Purposes - Level Three,"Level 3 is an introduction to academic English.  Students acquire and demonstrate knowledge and language abilities for academic purposes with significant support. At this level, students process simplified academic input in order to produce spoken and written texts. Students in level 3 take classes in reading, writing, listening, speaking, and content-based instruction.  This course is developmental in nature and does not count toward a student's GPA or graduation requirements.  May be repeated up to 3 times.",1,,https://catalog.nau.edu/Courses/course?courseId=012114&term=1257
Fall 2025,2025-2026,,,ENG 74X - Intensive English For Academic Purposes - Level Four,"Level 4 is academic English, and students acquire knowledge and demonstrate language abilities for academic purposes.  This level provides students opportunities to engage with adapted academic reading, writing, listening and speaking.  Students respond critically to academic texts while developing their vocabulary knowledge. Students in level 4 take classes in reading, writing, listening, speaking, and content-based instruction.  This course is developmental in nature and does not count toward a student's GPA or graduation requirements.  May be repeated up to 3 times.",1,,https://catalog.nau.edu/Courses/course?courseId=012115&term=1257
Fall 2025,2025-2026,,,ENG 85X - Semi-intensive English For Academic Purposes - Level Five,"Level 5 is English for university preparedness. Students become fluent in listening to academic lectures. They learn to apply reading strategies in order to successfully comprehend and discuss academic texts. Students at this level study a wide-range of academic vocabulary and apply it in written and spoken contexts.  Students in level 5 take classes in reading, writing, speaking, and listening.  This course is developmental in nature and does not count toward a student's GPA or graduation requirements.  May be repeated up to 3 times.",1,,https://catalog.nau.edu/Courses/course?courseId=012116&term=1257
Fall 2025,2025-2026,,,ENG 86X - Semi-intensive English For Academic Purposes - Level Six,"Level 6 is advanced English for university preparedness. Students listen to authentic academic passages and lectures.  They read academic texts in order to learn and use academic vocabulary and complex grammatical structures to complete both academic written and spoken tasks.  Students in level 6 take classes in reading, writing, speaking, and listening.  This course is developmental in nature and does not count toward a student's GPA or graduation requirements.  May be repeated up to 3 times.",1,,https://catalog.nau.edu/Courses/course?courseId=012117&term=1257
Fall 2025,2025-2026,,,ENG 87X - Semi-intensive English For Academic Purposes - Level Seven,"Level 7 is Advanced English for University preparedness. Students listen to authentic academic passages and lectures.  They read academic texts in order to learn and use academic vocabulary and complex grammatical structures to complete both academic written and spoken tasks.  Students in level 6 take classes in reading, writing, speaking, and listening.  This course is developmental in nature and does not count toward a student's GPA or graduation requirements.  May be repeated up to 3 times.",1,,https://catalog.nau.edu/Courses/course?courseId=012118&term=1257
Fall 2025,2025-2026,,,ENG 89X - Semi-intensive English For Academic Purposes - Level Nine,"Level 9 is English for Academic Purposes for Graduate Students. Students listen to authentic academic passages and lectures.  They read academic texts, scholarly articles, in order to learn and use academic vocabulary and complex grammatical structures to complete both academic written and spoken tasks encountered in graduate studies.  Students in level 6 take classes in reading, writing, speaking, and listening.  This course is developmental in nature and does not count toward a student's GPA or graduation requirements.  May be repeated up to 3 times.",1,,https://catalog.nau.edu/Courses/course?courseId=012119&term=1257
Fall 2025,2025-2026,ENG,368,Studies In Speculative Literature,"This course provides a study of selected works of speculative literature with close attention to historical, cultural, and political contexts.  Where appropriate, attention is given to critical theory informing the production and reception of such speculative literature as science fiction, fantasy, utopia, dystopia, alternate history, fabulist fiction, magical realism, and/or horror. Letter grade or Pass/Fail. May be repeated for up to 6 units of credit.",3,,https://catalog.nau.edu/Courses/course?courseId=012145&term=1257
Fall 2025,2025-2026,ENG,372W,Intermediate Creative Nonfiction Writing,Creative nonfiction in a workshop setting that focuses on the composition and revision of student essays. This course fulfills NAU's junior-level writing requirement. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=012146&term=1257
Fall 2025,2025-2026,ENG,485H,Undergraduate Research - Honors,Original research under the supervision of a research adviser.  Department consent required.  Letter grade or pass-fail.  May be repeated for up to 12 units of credit.,1-6,,https://catalog.nau.edu/Courses/course?courseId=012211&term=1257
Fall 2025,2025-2026,,,ENG 302WH - Technical Writing - Honors,"Instruction and experience in preparing job application materials and workplace documents, such as business letters, memos, emails, analyses, instructions, proposals, and reports. Additional emphasis in document design and visual rhetoric. This course fulfills NAU's junior-level writing requirement. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=012340&term=1257
Fall 2025,2025-2026,,,ENG 305WH - Writing In Disciplinary Communities - Honors,"Assists with writing expectations and performances required in specific majors; all assignments, strategies, and theories attend to the specific genres and conventions of academic disciplines and departments. This course fulfills NAU's junior-level writing requirement. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=012453&term=1257
Fall 2025,2025-2026,ENG,371H,Intermediate Poetry Writing - Honors,Poetry writing in a workshop setting that focuses on the composition and revision of student poetry. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=012456&term=1257
Fall 2025,2025-2026,ENG,471H,Seminar In Creative Writing: Poetry - Honors,"Intensive study of poetry writing emphasizing the writing of a single long poem or a sequence of interrelated, shorter poems. Letter grade only. May be repeated for up to 9 units of credit with different content.",3,,https://catalog.nau.edu/Courses/course?courseId=012566&term=1257
Fall 2025,2025-2026,ENG,497H,Independent Study - Honors,Individualized approach to selected topics by guided reading and critical evaluation.  Department consent required. Letter grade or pass-fail. No repeat limit. Please complete the Independent Study Proposal form and obtain signatures of approval BEFORE registering.  https://nau.edu/wp-content/uploads/sites/26/Independent_Study_Form_FINAL-3.pdf,1-6,,https://catalog.nau.edu/Courses/course?courseId=012569&term=1257
Fall 2025,2025-2026,ENG,555,Content Strategy,"Content is writing or other media that appears on the web. Content strategy includes the research, planning, web writing skills and resources we use to plan that content, create it, deliver it to readers on the web in multiple formats, and manage that content so it can be retrieved and used in multiple ways by a myriad of different users. This class is an overview of content strategy and related concepts and practices related to workplace writing situations. Students will explore the vocabulary and processes involved in content audits, perform their own content strategy review for an organization, and explore related resources and concepts such as the use of intelligent content, localized content, content management systems and DITA. Students will create deliverables using technical writing style for the web. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=012641&term=1257
Fall 2025,2025-2026,ENG,469C,Literature Emphasis Capstone,"This course is a capstone that cultivates transnational and trans-historical literary analysis as a culmination of composition and interpretive skills developed in the literature emphasis track of the English BA. This course is required of students pursuing the Literature Emphasis. Letter grade only. May be repeated for up to 9 units of credit, with different topics.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=012642&term=1257
Fall 2025,2025-2026,ENG,479C,Editing And Publishing,"Students will learn about all forms of literary editing, including developmental editing, line editing, and copyediting. Additionally, they will study literary publishing by focusing on the aesthetic and ethics of operating literary journals and independent presses. Finally, students will help produce original content in collaboration with a literary magazine. Students will also interview authors and review books.

Editing and Publishing provides a culminating experience for an English major with an emphasis in Creative Writing: you will apply what you've learned in other courses to help produce content for an established literary magazine or blog. In your workshop and literature courses you have learned how to analyze writing; in this course you will synthesize and apply those reading skills to decide which work to publish in the magazine, and then work with authors to revise and edit their work. In addition to selecting what to publish, you will also promote the magazine, plan events, copyedit, write blogs in the form of reviews and interviews, and engage with the community of NAU, and beyond. This class is more like a job than a typical course, and applying classroom skills to a real-life product will prepare you for entry-level jobs in the editing and publishing field, and a productive future as an editor and as a writer. This course is required for students emphasizing in Creative Writing, but other majors and emphases would benefit from this course in similar ways. Letter grade only. May be repeated for up to 6 units of credit.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=012643&term=1257
Fall 2025,2025-2026,ENG,345H,Topics In U. S. Multi-ethnic Literature - Honors,"Topics include African-American, Asian-American, Chicano/a, Latino/a, and Native American literature. Letter grade only. May be repeated for up to 9 units of credit with different content.",3,,https://catalog.nau.edu/Courses/course?courseId=012858&term=1257
Fall 2025,2025-2026,ENG,451H,Seminar In Comparative Literature - Honors,Intensive study of selected topics in international literature.  Letter grade only.  May be repeated for up to 9 units of credit with a different content.,3,,https://catalog.nau.edu/Courses/course?courseId=012862&term=1257
Fall 2025,2025-2026,ENG,403H,Approaches To Teaching Writing In The Secondary Classroom - Honors,"This course focuses on the different approaches to writing instruction in secondary (grades 6-12) and college classrooms. Students will examine the theory and research behind each approach and how it is implemented in the classroom, as well as looking at both the effectiveness and limitations of each approach. This course contains an assessment that must be successfully completed in order to register for student teaching. Instructor consent required. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=012866&term=1257
Fall 2025,2025-2026,ENG,358H,Ancient Literature - Honors,Representative forms of ancient literature with special attention to epic and tragedy. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=012867&term=1257
Fall 2025,2025-2026,ENG,373,Writing For Performance,A creative writing workshop focused on the composition and revision of short-form student plays or other performance texts. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=012905&term=1257
Fall 2025,2025-2026,ENG,529,Management Communications,"This course focuses on creating effective documents common in business and public administration. Course content includes 1) drafting reports, 2) case analysis, 3) cultural processes, 4) interpretation of data, 5) performance appraisal, and 6) visual and oral presentations in international and domestic contexts. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=012906&term=1257
Fall 2025,2025-2026,ENG,531,Climate Science Writing,"This course combines contemporary research in climate science with the aesthetic imperatives of creative writing in prose genres. Students will plan, draft, and revise one long-form essay, short story, or book chapter that swings between the personal and transpersonal, the present and speculative/projective future, the local and global, and all while developing the emotional core of the writing. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=012907&term=1257
Fall 2025,2025-2026,ENG,174,Introduction To Creative Writing,"This course introduces students to fiction, nonfiction, and poetry writing. Students will read culturally and aesthetically diverse texts and learn the basic craft tools of creative writing, creative writing terminology, and workshopping skills. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=012938&term=1257
Fall 2025,2025-2026,ENG,405,"Writing Center: Writing, Research, Design Presentation","One-to-one, individualized teaching to improve your writing. Pass/Fail only. May be repeated for up to 4 units of credit.",1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=012939&term=1257
Fall 2025,2025-2026,,,ENG 479CH - Editing And Publishing - Honors,"Students will learn about all forms of literary editing, including developmental editing, line editing, and copyediting. Additionally, they will study literary publishing by focusing on the aesthetic and ethics of operating literary journals and independent presses. Finally, students will help produce original content in collaboration with a literary magazine. Students will also interview authors and review books.

Editing and Publishing provides a culminating experience for an English major with an emphasis in Creative Writing: you will apply what you've learned in other courses to help produce content for an established literary magazine or blog. In your workshop and literature courses you have learned how to analyze writing; in this course you will synthesize and apply those reading skills to decide which work to publish in the magazine, and then work with authors to revise and edit their work. In addition to selecting what to publish, you will also promote the magazine, plan events, copyedit, write blogs in the form of reviews and interviews, and engage with the community of NAU, and beyond. This class is more like a job than a typical course, and applying classroom skills to a real-life product will prepare you for entry-level jobs in the editing and publishing field, and a productive future as an editor and as a writer. This course is required for students emphasizing in Creative Writing, but other majors and emphases would benefit from this course in similar ways. Letter grade only. May be repeated for up to 6 units of credit.",3,,https://catalog.nau.edu/Courses/course?courseId=013072&term=1257
Fall 2025,2025-2026,ENG,768,Advanced Statistics For Applied Linguistics,"Advanced research methods and multivariate statistical methods within the field of applied linguistics, including research design for advanced and multivariate studies, advanced univariate statistics (factorial ANOVA, multiple regression, mixed effects models), and multivariate statistics (factor analysis, cluster analysis, discriminant analysis). Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=013196&term=1257
Fall 2025,2025-2026,ENG,532,Workplace Grammar,"In this course, we focus on workplace practices rather than on academic writing conventions that apply to ""local"" writing issues such as ""grammar,"" spelling, sentence structure, word choice and punctuation as well as to ""global"" writing issues such as notions of coherence, cohesion, correctness, formality, and usability. Letter grade only.",3,Summer 2026,https://catalog.nau.edu/Courses/course?courseId=013265&term=1257
Fall 2025,2025-2026,ENG,118,"Special Topics: Diversity In Rhetoric, Writing, And Digital Media","ENG 118 focuses on rhetorical analysis of written, digital, and visual texts on U.S. ethnic diversity issues, laying the foundation for continued study of how race and ethnicity intersect with aspects of class, gender, power, politics, history, religion, environment, and culture, and how race and ethnicity influence the experiences of racial and ethnic minorities in a growing globalized community. Students engage in critical thinking about and analysis of the diverse human experiences of U.S. ethnic and racial populations, conduct research, and compose in written, visual, and digital modalities. This course will increase students' awareness of the perspectives and experiences of one or more U.S. ethnic minority groups (such as African American, Alaskan Native, American Indian, Asian American, Pacific Islander, Latino/a peoples). Letter grade only. May be repeated for a maximum of 9 units.",3,,https://catalog.nau.edu/Courses/course?courseId=013280&term=1257
Fall 2025,2025-2026,ENG,533,Writing For Performance,"Topics workshop in writing for the screen or stage that may include writing for television, advanced playwriting, and other forms of literary narrative intended for live and/or filmed performance. Letter grade only. May be repeated for up to 6 units with different topics. ENG 509 strongly recommended.",3,,https://catalog.nau.edu/Courses/course?courseId=013309&term=1257
Fall 2025,2025-2026,ENG,579,Literary Editing And Publishing,"This class provides hands-on experience with the many facets of literary journal production including editing, design, fundraising, budgeting, grant writing, marketing, branding, blog/web editing, microblogging, and new media management. Class periods combine lecture, seminar, and practicum. Students' efforts will make immediate and accumulative impact on NAU's national literary journal, Thin Air Magazine. Students are expected to work effectively on a live and dynamic editorial board. Students also study trends --aesthetic, ethical, financial-- in literary journal publication while interacting with other national literary journals throughout the semester. In addition, students will draft cover letters, query letters, and book proposals as they prepare to launch their own literary futures. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=013310&term=1257
Fall 2025,2025-2026,ENG,120,Introduction To Workplace Writing,"This course is an introduction to workplace writing in diverse professions. Students will examine narratives of workplace writers to understand the obstacles they face and how to overcome them. In addition, students will understand the content production and delivery processes of the workplace writer through the analysis of written documents, digital content, and oral presentations. Students will explore technical communication careers while developing writing, collaboration, and presentation skills. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=013442&term=1257
Fall 2025,2025-2026,ENG,179,The Craft Of Creative Writing,"This course introduces students to the major contemporary genres of creative writing--poetry, fiction, and creative nonfiction--and provides foundational knowledge of the discipline through a survey of essential craft terms, strategies for close readings of culturally and aesthetically diverse works, and approaches for critical analysis of works-in-progress. Students will apply their knowledge and practice techniques in weekly faculty-led breakout sessions. Regardless of their major, students will leave this course having rekindled their love of reading while exploring the joys of creating their own literary works. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=013443&term=1257
Fall 2025,2025-2026,,,ENG 469CH - Literature Emphasis Capstone - Honors,"This course is a capstone that cultivates transnational and trans-historical literary analysis as a culmination of composition and interpretive skills developed in the literature emphasis track of the English BA. This course is required of students pursuing the Literature Emphasis. Letter grade only. May be repeated for up to 9 units of credit, with different topics.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=013453&term=1257
Fall 2025,2025-2026,,,ENG 372WH - Intermediate Creative Nonfiction Writing - Honors,Creative nonfiction in a workshop setting that focuses on the composition and revision of student essays. This course fulfills NAU's junior-level writing requirement. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=013604&term=1257
